row_id,microbusiness_density
1001_2022-11-01,4.006963110398724
1003_2022-11-01,4.006963110398724
1005_2022-11-01,4.006963110398724
1007_2022-11-01,4.006963110398724
1009_2022-11-01,4.006963110398724
1011_2022-11-01,4.006963110398724
1013_2022-11-01,4.006963110398724
1015_2022-11-01,4.006963110398724
1017_2022-11-01,4.006963110398724
1019_2022-11-01,4.006963110398724
1021_2022-11-01,4.006963110398724
1023_2022-11-01,4.006963110398724
1025_2022-11-01,4.006963110398724
1027_2022-11-01,4.006963110398724
1029_2022-11-01,4.006963110398724
1031_2022-11-01,4.006963110398724
1033_2022-11-01,4.006963110398724
1035_2022-11-01,4.006963110398724
1037_2022-11-01,4.006963110398724
1039_2022-11-01,4.006963110398724
1041_2022-11-01,4.006963110398724
1043_2022-11-01,4.006963110398724
1045_2022-11-01,4.006963110398724
1047_2022-11-01,4.006963110398724
1049_2022-11-01,4.006963110398724
1051_2022-11-01,4.006963110398724
1053_2022-11-01,4.006963110398724
1055_2022-11-01,4.006963110398724
1057_2022-11-01,4.006963110398724
1059_2022-11-01,4.006963110398724
1061_2022-11-01,4.006963110398724
1063_2022-11-01,4.006963110398724
1065_2022-11-01,4.006963110398724
1067_2022-11-01,4.006963110398724
1069_2022-11-01,4.006963110398724
1071_2022-11-01,4.006963110398724
1073_2022-11-01,4.006963110398724
1075_2022-11-01,4.006963110398724
1077_2022-11-01,4.006963110398724
1079_2022-11-01,4.006963110398724
1081_2022-11-01,4.006963110398724
1083_2022-11-01,4.006963110398724
1085_2022-11-01,4.006963110398724
1087_2022-11-01,4.006963110398724
1089_2022-11-01,4.006963110398724
1091_2022-11-01,4.006963110398724
1093_2022-11-01,4.006963110398724
1095_2022-11-01,4.006963110398724
1097_2022-11-01,4.006963110398724
1099_2022-11-01,4.006963110398724
1101_2022-11-01,4.006963110398724
1103_2022-11-01,4.006963110398724
1105_2022-11-01,4.006963110398724
1107_2022-11-01,4.006963110398724
1109_2022-11-01,4.006963110398724
1111_2022-11-01,4.006963110398724
1113_2022-11-01,4.006963110398724
1115_2022-11-01,4.006963110398724
1117_2022-11-01,4.006963110398724
1119_2022-11-01,4.006963110398724
1121_2022-11-01,4.006963110398724
1123_2022-11-01,4.006963110398724
1125_2022-11-01,4.006963110398724
1127_2022-11-01,4.006963110398724
1129_2022-11-01,4.006963110398724
1131_2022-11-01,4.006963110398724
1133_2022-11-01,4.006963110398724
2013_2022-11-01,4.006963110398724
2016_2022-11-01,4.006963110398724
2020_2022-11-01,4.006963110398724
2050_2022-11-01,4.006963110398724
2060_2022-11-01,4.006963110398724
2068_2022-11-01,4.006963110398724
2070_2022-11-01,4.006963110398724
2090_2022-11-01,4.006963110398724
2100_2022-11-01,4.006963110398724
2105_2022-11-01,4.006963110398724
2110_2022-11-01,4.006963110398724
2122_2022-11-01,4.006963110398724
2130_2022-11-01,4.006963110398724
2150_2022-11-01,4.006963110398724
2164_2022-11-01,4.006963110398724
2170_2022-11-01,4.006963110398724
2180_2022-11-01,4.006963110398724
2185_2022-11-01,4.006963110398724
2188_2022-11-01,4.006963110398724
2195_2022-11-01,4.006963110398724
2198_2022-11-01,4.006963110398724
2220_2022-11-01,4.006963110398724
2230_2022-11-01,4.006963110398724
2240_2022-11-01,4.006963110398724
2275_2022-11-01,4.006963110398724
2282_2022-11-01,4.006963110398724
2290_2022-11-01,4.006963110398724
4001_2022-11-01,4.006963110398724
4003_2022-11-01,4.006963110398724
4005_2022-11-01,4.006963110398724
4007_2022-11-01,4.006963110398724
4009_2022-11-01,4.006963110398724
4011_2022-11-01,4.006963110398724
4012_2022-11-01,4.006963110398724
4013_2022-11-01,4.006963110398724
4015_2022-11-01,4.006963110398724
4017_2022-11-01,4.006963110398724
4019_2022-11-01,4.006963110398724
4021_2022-11-01,4.006963110398724
4023_2022-11-01,4.006963110398724
4025_2022-11-01,4.006963110398724
4027_2022-11-01,4.006963110398724
5001_2022-11-01,4.006963110398724
5003_2022-11-01,4.006963110398724
5005_2022-11-01,4.006963110398724
5007_2022-11-01,4.006963110398724
5009_2022-11-01,4.006963110398724
5011_2022-11-01,4.006963110398724
5013_2022-11-01,4.006963110398724
5015_2022-11-01,4.006963110398724
5017_2022-11-01,4.006963110398724
5019_2022-11-01,4.006963110398724
5021_2022-11-01,4.006963110398724
5023_2022-11-01,4.006963110398724
5025_2022-11-01,4.006963110398724
5027_2022-11-01,4.006963110398724
5029_2022-11-01,4.006963110398724
5031_2022-11-01,4.006963110398724
5033_2022-11-01,4.006963110398724
5035_2022-11-01,4.006963110398724
5037_2022-11-01,4.006963110398724
5039_2022-11-01,4.006963110398724
5041_2022-11-01,4.006963110398724
5043_2022-11-01,4.006963110398724
5045_2022-11-01,4.006963110398724
5047_2022-11-01,4.006963110398724
5049_2022-11-01,4.006963110398724
5051_2022-11-01,4.006963110398724
5053_2022-11-01,4.006963110398724
5055_2022-11-01,4.006963110398724
5057_2022-11-01,4.006963110398724
5059_2022-11-01,4.006963110398724
5061_2022-11-01,4.006963110398724
5063_2022-11-01,4.006963110398724
5065_2022-11-01,4.006963110398724
5067_2022-11-01,4.006963110398724
5069_2022-11-01,4.006963110398724
5071_2022-11-01,4.006963110398724
5073_2022-11-01,4.006963110398724
5075_2022-11-01,4.006963110398724
5077_2022-11-01,4.006963110398724
5079_2022-11-01,4.006963110398724
5081_2022-11-01,4.006963110398724
5083_2022-11-01,4.006963110398724
5085_2022-11-01,4.006963110398724
5087_2022-11-01,4.006963110398724
5089_2022-11-01,4.006963110398724
5091_2022-11-01,4.006963110398724
5093_2022-11-01,4.006963110398724
5095_2022-11-01,4.006963110398724
5097_2022-11-01,4.006963110398724
5099_2022-11-01,4.006963110398724
5101_2022-11-01,4.006963110398724
5103_2022-11-01,4.006963110398724
5105_2022-11-01,4.006963110398724
5107_2022-11-01,4.006963110398724
5109_2022-11-01,4.006963110398724
5111_2022-11-01,4.006963110398724
5113_2022-11-01,4.006963110398724
5115_2022-11-01,4.006963110398724
5117_2022-11-01,4.006963110398724
5119_2022-11-01,4.006963110398724
5121_2022-11-01,4.006963110398724
5123_2022-11-01,4.006963110398724
5125_2022-11-01,4.006963110398724
5127_2022-11-01,4.006963110398724
5129_2022-11-01,4.006963110398724
5131_2022-11-01,4.006963110398724
5133_2022-11-01,4.006963110398724
5135_2022-11-01,4.006963110398724
5137_2022-11-01,4.006963110398724
5139_2022-11-01,4.006963110398724
5141_2022-11-01,4.006963110398724
5143_2022-11-01,4.006963110398724
5145_2022-11-01,4.006963110398724
5147_2022-11-01,4.006963110398724
5149_2022-11-01,4.006963110398724
6001_2022-11-01,4.006963110398724
6003_2022-11-01,4.006963110398724
6005_2022-11-01,4.006963110398724
6007_2022-11-01,4.006963110398724
6009_2022-11-01,4.006963110398724
6011_2022-11-01,4.006963110398724
6013_2022-11-01,4.006963110398724
6015_2022-11-01,4.006963110398724
6017_2022-11-01,4.006963110398724
6019_2022-11-01,4.006963110398724
6021_2022-11-01,4.006963110398724
6023_2022-11-01,4.006963110398724
6025_2022-11-01,4.006963110398724
6027_2022-11-01,4.006963110398724
6029_2022-11-01,4.006963110398724
6031_2022-11-01,4.006963110398724
6033_2022-11-01,4.006963110398724
6035_2022-11-01,4.006963110398724
6037_2022-11-01,4.006963110398724
6039_2022-11-01,4.006963110398724
6041_2022-11-01,4.006963110398724
6043_2022-11-01,4.006963110398724
6045_2022-11-01,4.006963110398724
6047_2022-11-01,4.006963110398724
6049_2022-11-01,4.006963110398724
6051_2022-11-01,4.006963110398724
6053_2022-11-01,4.006963110398724
6055_2022-11-01,4.006963110398724
6057_2022-11-01,4.006963110398724
6059_2022-11-01,4.006963110398724
6061_2022-11-01,4.006963110398724
6063_2022-11-01,4.006963110398724
6065_2022-11-01,4.006963110398724
6067_2022-11-01,4.006963110398724
6069_2022-11-01,4.006963110398724
6071_2022-11-01,4.006963110398724
6073_2022-11-01,4.006963110398724
6075_2022-11-01,4.006963110398724
6077_2022-11-01,4.006963110398724
6079_2022-11-01,4.006963110398724
6081_2022-11-01,4.006963110398724
6083_2022-11-01,4.006963110398724
6085_2022-11-01,4.006963110398724
6087_2022-11-01,4.006963110398724
6089_2022-11-01,4.006963110398724
6091_2022-11-01,4.006963110398724
6093_2022-11-01,4.006963110398724
6095_2022-11-01,4.006963110398724
6097_2022-11-01,4.006963110398724
6099_2022-11-01,4.006963110398724
6101_2022-11-01,4.006963110398724
6103_2022-11-01,4.006963110398724
6105_2022-11-01,4.006963110398724
6107_2022-11-01,4.006963110398724
6109_2022-11-01,4.006963110398724
6111_2022-11-01,4.006963110398724
6113_2022-11-01,4.006963110398724
6115_2022-11-01,4.006963110398724
8001_2022-11-01,4.006963110398724
8003_2022-11-01,4.006963110398724
8005_2022-11-01,4.006963110398724
8007_2022-11-01,4.006963110398724
8009_2022-11-01,4.006963110398724
8011_2022-11-01,4.006963110398724
8013_2022-11-01,4.006963110398724
8014_2022-11-01,4.006963110398724
8015_2022-11-01,4.006963110398724
8017_2022-11-01,4.006963110398724
8019_2022-11-01,4.006963110398724
8021_2022-11-01,4.006963110398724
8023_2022-11-01,4.006963110398724
8025_2022-11-01,4.006963110398724
8027_2022-11-01,4.006963110398724
8029_2022-11-01,4.006963110398724
8031_2022-11-01,4.006963110398724
8033_2022-11-01,4.006963110398724
8035_2022-11-01,4.006963110398724
8037_2022-11-01,4.006963110398724
8039_2022-11-01,4.006963110398724
8041_2022-11-01,4.006963110398724
8043_2022-11-01,4.006963110398724
8045_2022-11-01,4.006963110398724
8047_2022-11-01,4.006963110398724
8049_2022-11-01,4.006963110398724
8051_2022-11-01,4.006963110398724
8053_2022-11-01,4.006963110398724
8055_2022-11-01,4.006963110398724
8057_2022-11-01,4.006963110398724
8059_2022-11-01,4.006963110398724
8061_2022-11-01,4.006963110398724
8063_2022-11-01,4.006963110398724
8065_2022-11-01,4.006963110398724
8067_2022-11-01,4.006963110398724
8069_2022-11-01,4.006963110398724
8071_2022-11-01,4.006963110398724
8073_2022-11-01,4.006963110398724
8075_2022-11-01,4.006963110398724
8077_2022-11-01,4.006963110398724
8079_2022-11-01,4.006963110398724
8081_2022-11-01,4.006963110398724
8083_2022-11-01,4.006963110398724
8085_2022-11-01,4.006963110398724
8087_2022-11-01,4.006963110398724
8089_2022-11-01,4.006963110398724
8091_2022-11-01,4.006963110398724
8093_2022-11-01,4.006963110398724
8095_2022-11-01,4.006963110398724
8097_2022-11-01,4.006963110398724
8099_2022-11-01,4.006963110398724
8101_2022-11-01,4.006963110398724
8103_2022-11-01,4.006963110398724
8105_2022-11-01,4.006963110398724
8107_2022-11-01,4.006963110398724
8109_2022-11-01,4.006963110398724
8111_2022-11-01,4.006963110398724
8113_2022-11-01,4.006963110398724
8115_2022-11-01,4.006963110398724
8117_2022-11-01,4.006963110398724
8119_2022-11-01,4.006963110398724
8121_2022-11-01,4.006963110398724
8123_2022-11-01,4.006963110398724
8125_2022-11-01,4.006963110398724
9001_2022-11-01,4.006963110398724
9003_2022-11-01,4.006963110398724
9005_2022-11-01,4.006963110398724
9007_2022-11-01,4.006963110398724
9009_2022-11-01,4.006963110398724
9011_2022-11-01,4.006963110398724
9013_2022-11-01,4.006963110398724
9015_2022-11-01,4.006963110398724
10001_2022-11-01,4.006963110398724
10003_2022-11-01,4.006963110398724
10005_2022-11-01,4.006963110398724
11001_2022-11-01,4.006963110398724
12001_2022-11-01,4.006963110398724
12003_2022-11-01,4.006963110398724
12005_2022-11-01,4.006963110398724
12007_2022-11-01,4.006963110398724
12009_2022-11-01,4.006963110398724
12011_2022-11-01,4.006963110398724
12013_2022-11-01,4.006963110398724
12015_2022-11-01,4.006963110398724
12017_2022-11-01,4.006963110398724
12019_2022-11-01,4.006963110398724
12021_2022-11-01,4.006963110398724
12023_2022-11-01,4.006963110398724
12027_2022-11-01,4.006963110398724
12029_2022-11-01,4.006963110398724
12031_2022-11-01,4.006963110398724
12033_2022-11-01,4.006963110398724
12035_2022-11-01,4.006963110398724
12037_2022-11-01,4.006963110398724
12039_2022-11-01,4.006963110398724
12041_2022-11-01,4.006963110398724
12043_2022-11-01,4.006963110398724
12045_2022-11-01,4.006963110398724
12047_2022-11-01,4.006963110398724
12049_2022-11-01,4.006963110398724
12051_2022-11-01,4.006963110398724
12053_2022-11-01,4.006963110398724
12055_2022-11-01,4.006963110398724
12057_2022-11-01,4.006963110398724
12059_2022-11-01,4.006963110398724
12061_2022-11-01,4.006963110398724
12063_2022-11-01,4.006963110398724
12065_2022-11-01,4.006963110398724
12067_2022-11-01,4.006963110398724
12069_2022-11-01,4.006963110398724
12071_2022-11-01,4.006963110398724
12073_2022-11-01,4.006963110398724
12075_2022-11-01,4.006963110398724
12077_2022-11-01,4.006963110398724
12079_2022-11-01,4.006963110398724
12081_2022-11-01,4.006963110398724
